#Interaction type,Interactor A ID,Interactor A name,Interactor A taxid,Interactor B ID,Interactor B name,Interactor B taxid,Host organism taxid,Binding affinity type,Binding affinity value in molar,Binding affinity variation in molar,Interaction detection method,Source,EBI Interaction ID
association,uniprotkb:P68400,CSNK2A1,Homo sapiens (taxid:9606),uniprotkb:P14625,HSP90B1,Homo sapiens (taxid:9606),-,kd,0.0004,-,experimental interaction detection (MI:0045),pubmed:11557039,intact:EBI-7971392
direct interaction,chebi:28304,heparin,-,uniprotkb:P21980,TGM2,Homo sapiens (taxid:9606),-,kd,0.000000181,-,surface plasmon resonance (MI:0107),pubmed:22442151,intact:EBI-6551959
direct interaction,chebi:16761,adp,-,uniprotkb:P03004,dnaA,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000051,-,filter trap assay (MI:0928),pubmed:19632993,intact:EBI-6552329
direct interaction,chebi:15422,atp,-,uniprotkb:P03004,dnaA,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000045,-,filter trap assay (MI:0928),pubmed:19632993,intact:EBI-6552216
direct interaction,chebi:15422,atp,-,uniprotkb:P03004,dnaA,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000003,-,filter binding (MI:0049),pubmed:21708944,intact:EBI-6553435
direct interaction,uniprotkb:P13501,CCL5,Homo sapiens (taxid:9606),uniprotkb:P51681,CCR5,Homo sapiens (taxid:9606),-,kd,0.0023,-,nuclear magnetic resonance (MI:0077),pubmed:23480650,intact:EBI-8502067
direct interaction,uniprotkb:Q60598,Cttn,Mus musculus (taxid:10090),uniprotkb:P0DJ26,cofA,Dictyostelium discoideum (Slime mold) (taxid:44689),-,kd,0.0000035,-,affinity chromatography technology (MI:0004),pubmed:19704022,intact:EBI-6555822
direct interaction,uniprotkb:P17888,priA,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P07013,priB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000012,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556121
physical association,uniprotkb:P07013,priB,Escherichia coli (strain K12) (taxid:83333),intact:EBI-6508950,ssdna_generic_ecoli,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000034,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556209
physical association,uniprotkb:P17888,priA,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P07013,priB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000046,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6555996
physical association,uniprotkb:P17888,priA,Escherichia coli (strain K12) (taxid:83333),intact:EBI-6508950,ssdna_generic_ecoli,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000046,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6555996
physical association,uniprotkb:P0A8J2,dnaT,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P07013,priB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000035,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556434
physical association,uniprotkb:P0A8J2,dnaT,Escherichia coli (strain K12) (taxid:83333),intact:EBI-6508950,ssdna_generic_ecoli,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000035,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556434
physical association,uniprotkb:P17888,priA,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P07013,priB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000012,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556093
physical association,uniprotkb:P17888,priA,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P07013,priB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000012,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556093
physical association,uniprotkb:P17888,priA,Escherichia coli (strain K12) (taxid:83333),intact:EBI-6508950,ssdna_generic_ecoli,Escherichia coli (strain K12) (taxid:83333),-,kd,0.00000012,-,fluorescence polarization spectroscopy (MI:0053),pubmed:17588514,intact:EBI-6556093
atpase reaction,chebi:15422,atp,-,uniprotkb:P10591,SSA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000019,-,atpase assay (MI:0880),pubmed:23217712,intact:EBI-6556970
phosphorylation reaction,uniprotkb:P13365,CLN3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P00546,CDC28,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000019,-,protein kinase assay (MI:0424),pubmed:23217712,intact:EBI-6557535
phosphorylation reaction,uniprotkb:P10591,SSA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P17157,PHO85,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000019,-,protein kinase assay (MI:0424),pubmed:23217712,intact:EBI-6557523
phosphorylation reaction,uniprotkb:P13365,CLN3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P17157,PHO85,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000019,-,protein kinase assay (MI:0424),pubmed:23217712,intact:EBI-6557560
phosphorylation reaction,uniprotkb:P00546,CDC28,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P10591,SSA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000019,-,protein kinase assay (MI:0424),pubmed:23217712,intact:EBI-6557510
direct interaction,uniprotkb:P09980,rep,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P0ACB0,dnaB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000093,-,surface plasmon resonance (MI:0107),pubmed:19941825,intact:EBI-6558073
direct interaction,uniprotkb:Q75E93,q75e93_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),uniprotkb:Q75FB3,q75fb3_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),-,kd,0.000126,-,fluorescence polarization spectroscopy (MI:0053),pubmed:23395900,intact:EBI-8846232
direct interaction,uniprotkb:Q75E93,q75e93_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),uniprotkb:Q75FB3,q75fb3_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),-,kd,0.00012,-,fluorescence polarization spectroscopy (MI:0053),pubmed:23395900,intact:EBI-8846266
direct interaction,uniprotkb:Q75E93,q75e93_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),uniprotkb:Q75FB3,q75fb3_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),-,kd,0.000275,-,fluorescence polarization spectroscopy (MI:0053),pubmed:23395900,intact:EBI-8846248
direct interaction,uniprotkb:Q75E93,q75e93_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),uniprotkb:Q75FB3,q75fb3_ashgo,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (taxid:284811),-,kd,0.000154,-,fluorescence polarization spectroscopy (MI:0053),pubmed:23395900,intact:EBI-8846284
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000077,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846931
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000047,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846314
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000088,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846332
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000126,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846887
direct interaction,uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000102,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846870
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000167,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846993
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000082,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846965
direct interaction,uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000002,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8847030
direct interaction,uniprotkb:Q99359,RAD61,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P47037,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000104,-,surface plasmon resonance (MI:0107),pubmed:23395900,intact:EBI-8846708
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00001847,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8510986
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.0000073,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8510956
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:Q16539,MAPK14,Homo sapiens (taxid:9606),-,km,0.0000281,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511012
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:Q16539,MAPK14,Homo sapiens (taxid:9606),-,km,0.0000335,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511039
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00005274,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511062
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00002136,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511096
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00001625,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511126
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00014321,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511160
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00004162,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511194
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00000124,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511262
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00005416,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511228
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00000075,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511323
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00002834,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511354
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00001615,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511388
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00013463,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511422
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.0000006,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511456
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.0000024,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511487
dephosphorylation reaction,uniprotkb:P35813,PPM1A,Homo sapiens (taxid:9606),uniprotkb:P28482,MAPK1,Homo sapiens (taxid:9606),-,km,0.00000467,-,phosphatase assay (MI:0434),pubmed:23560844,intact:EBI-8511518
physical association,uniprotkb:P28067,HLA-DMA,Homo sapiens (taxid:9606),uniprotkb:P04229,HLA-DRB1,Homo sapiens (taxid:9606),-,kd,0.0000154,-,surface plasmon resonance (MI:0107),pubmed:23260142,intact:EBI-6656758
physical association,uniprotkb:P28067,HLA-DMA,Homo sapiens (taxid:9606),uniprotkb:P01903,HLA-DRA,Homo sapiens (taxid:9606),-,kd,0.0000154,-,surface plasmon resonance (MI:0107),pubmed:23260142,intact:EBI-6656758
direct interaction,uniprotkb:P11362,FGFR1,Homo sapiens (taxid:9606),uniprotkb:P05230-PRO_0000008908,FGF1,Homo sapiens (taxid:9606),-,kd,0.00005,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664284
direct interaction,chebi:73280,ssr,-,uniprotkb:P11362,FGFR1,Homo sapiens (taxid:9606),-,kd,0.00005,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664284
direct interaction,chebi:73280,ssr,-,uniprotkb:P22455,FGFR4,Homo sapiens (taxid:9606),-,kd,0.011,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664409
direct interaction,chebi:73280,ssr,-,uniprotkb:P21802,FGFR2,Homo sapiens (taxid:9606),-,kd,0.005,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664398
direct interaction,chebi:73280,ssr,-,uniprotkb:P11362,FGFR1,Homo sapiens (taxid:9606),-,kd,0.011,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664386
direct interaction,uniprotkb:P21802,FGFR2,Homo sapiens (taxid:9606),uniprotkb:P05230-PRO_0000008908,FGF1,Homo sapiens (taxid:9606),-,kd,0.0011,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664419
direct interaction,chebi:73280,ssr,-,uniprotkb:P21802,FGFR2,Homo sapiens (taxid:9606),-,kd,0.0011,-,nuclear magnetic resonance (MI:0077),pubmed:23597563,intact:EBI-6664419
direct interaction,chebi:73280,ssr,-,uniprotkb:P21802,FGFR2,Homo sapiens (taxid:9606),-,kd,0.00005,-,classical fluorescence spectroscopy (MI:0017),pubmed:23597563,intact:EBI-6664373
direct interaction,uniprotkb:Q9Y5K6,CD2AP,Homo sapiens (taxid:9606),uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),-,kd,0.00000071,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524024
direct interaction,uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),uniprotkb:Q9Y5K6,CD2AP,Homo sapiens (taxid:9606),-,kd,0.00000078,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524046
direct interaction,uniprotkb:P06729,CD2,Homo sapiens (taxid:9606),uniprotkb:Q9Y5K6,CD2AP,Homo sapiens (taxid:9606),-,kd,0.0000031,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524006
direct interaction,uniprotkb:Q96B97,SH3KBP1,Homo sapiens (taxid:9606),uniprotkb:P06729,CD2,Homo sapiens (taxid:9606),-,kd,0.0000099,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524112
direct interaction,uniprotkb:Q96B97,SH3KBP1,Homo sapiens (taxid:9606),uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),-,kd,0.000002,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524068
direct interaction,uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),uniprotkb:Q96B97,SH3KBP1,Homo sapiens (taxid:9606),-,kd,0.0000469,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524090
direct interaction,uniprotkb:Q96B97,SH3KBP1,Homo sapiens (taxid:9606),uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),-,kd,0.0000033,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524170
direct interaction,uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),uniprotkb:Q9Y5K6,CD2AP,Homo sapiens (taxid:9606),-,kd,0.0000465,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524130
direct interaction,uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),uniprotkb:Q9Y5K6,CD2AP,Homo sapiens (taxid:9606),-,kd,0.00000019,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524152
direct interaction,uniprotkb:Q96B97,SH3KBP1,Homo sapiens (taxid:9606),uniprotkb:Q13191,CBLB,Homo sapiens (taxid:9606),-,kd,0.0000018,-,isothermal titration calorimetry (MI:0065),pubmed:23663663,intact:EBI-8524192
physical association,intact:EBI-6671633,hemimeth_dna_forw,-,intact:EBI-6675502,hemimeth_dna_rev,-,-,kd,0.000007,-,cosedimentation in solution (MI:0028),pubmed:12379844,intact:EBI-6671630
physical association,intact:EBI-6671633,hemimeth_dna_forw,-,uniprotkb:P0AFY8,seqA,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000007,-,cosedimentation in solution (MI:0028),pubmed:12379844,intact:EBI-6671630
direct interaction,uniprotkb:G5EG62,unc-45,Caenorhabditis elegans (taxid:6239),uniprotkb:Q18688,daf-21,Caenorhabditis elegans (taxid:6239),-,kd,0.000031,-,isothermal titration calorimetry (MI:0065),pubmed:23332754,intact:EBI-6675330
direct interaction,uniprotkb:G5EG62,unc-45,Caenorhabditis elegans (taxid:6239),uniprotkb:P09446,hsp-1,Caenorhabditis elegans (taxid:6239),-,kd,0.00012,-,isothermal titration calorimetry (MI:0065),pubmed:23332754,intact:EBI-6675312
direct interaction,uniprotkb:Q18688,daf-21,Caenorhabditis elegans (taxid:6239),uniprotkb:G5EG62,unc-45,Caenorhabditis elegans (taxid:6239),-,kd,0.000014,-,isothermal titration calorimetry (MI:0065),pubmed:23332754,intact:EBI-6675307
physical association,intact:EBI-6869510,dna_17097674_ihf-duplex-cog-site,-,uniprotkb:P0A6X7,ihfA,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000042,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6869442
physical association,intact:EBI-6869510,dna_17097674_ihf-duplex-cog-site,-,uniprotkb:P0A6Y1,ihfB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000042,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6869442
physical association,intact:EBI-6675585,dna_17097674_ihf-duplex-4-forw,-,intact:EBI-6675591,dna_17097674_ihf-duplex-4-rev,-,-,kd,0.000000042,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6675601
physical association,intact:EBI-6675585,dna_17097674_ihf-duplex-4-forw,-,uniprotkb:P0A6X7,ihfA,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000042,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6675601
physical association,intact:EBI-6675585,dna_17097674_ihf-duplex-4-forw,-,uniprotkb:P0A6Y1,ihfB,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000042,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6675601
physical association,intact:EBI-6675651,dna_17097674_ahu-duplex-2-forw,-,intact:EBI-6675657,dna_17097674_ahu-duplex-2-rev,-,-,kd,0.000000000013,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6675778
physical association,intact:EBI-6675651,dna_17097674_ahu-duplex-2-forw,-,uniprotkb:P05514,hup,Nostoc sp. (strain PCC 7120 / UTEX 2576) (taxid:103690),-,kd,0.000000000013,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6675778
physical association,intact:EBI-6675675,dna_17097674_ahu-duplex-4-forw,-,uniprotkb:P05514,hup,Nostoc sp. (strain PCC 7120 / UTEX 2576) (taxid:103690),-,kd,0.00000000035,-,electrophoretic mobility shift assay (MI:0413),pubmed:17097674,intact:EBI-6675830
